date,pred,pred_ugly
2025-06-26,3043.470921178597,1149.927437623188
2025-06-27,3105.89076883393,1143.9436329280943
2025-06-28,3007.5180142155214,1166.1873582919054
2025-06-29,3071.208058872797,1150.9505684242306
2025-06-30,3065.388582750906,1153.1680858560746
