date,pred,pred_ugly
2025-06-26,4272.612002671351,2956.666833955506
2025-06-27,4503.183073291815,2933.338061468019
2025-06-28,3936.7096953383584,2945.111682944759
2025-06-29,4313.482814862348,2926.547625911698
2025-06-30,4291.952982419074,2913.107813806947
