date,pred,pred_ugly
2025-06-26,2016.8643743526557,1257.111368631082
2025-06-27,1986.5812410542696,1255.7558370701745
2025-06-28,1986.5534419780863,1260.0611566281707
2025-06-29,1954.0029795301768,1256.2567061737755
2025-06-30,1933.7435990730403,1254.1435572344863
