date,pred,pred_ugly
2025-06-26,1094.104800779481,674.4921823032938
2025-06-27,1099.4116305764733,681.9391488792063
2025-06-28,1122.5948266842288,684.5638885580495
2025-06-29,1103.8501455777084,660.0185947995055
2025-06-30,1106.6518683917152,678.6909455410232
