date,pred,pred_ugly
2025-06-26,1685.731913268327,1015.1305267786863
2025-06-27,1655.2093295872585,1018.2445470318481
2025-06-28,1614.3900000518668,1011.7907075847369
2025-06-29,1603.2825569158024,1017.4331457865362
2025-06-30,1539.332423456239,1034.0311059020871
