date,pred,pred_ugly
2025-07-26,5761.746671020216,2459.188038043092
2025-07-27,5893.906919301349,2418.2532085560724
2025-07-28,5830.635667091282,2309.4639632957173
2025-07-29,5499.231909139932,2216.5901806986963
2025-07-30,5893.368268376011,2401.9448634549844
