date,pred,pred_ugly
2025-06-26,27475.035418187163,13639.642414215476
2025-06-27,27712.39869610872,13678.113531462435
2025-06-28,27482.244368864165,13623.93513109179
2025-06-29,27568.917851632446,13656.18700974606
2025-06-30,27740.790085253844,13666.60463407048
