date,pred,pred_ugly
2025-06-26,467.0221093084274,170.93227664987145
2025-06-27,475.0352462318353,174.47632754654987
2025-06-28,471.8518145864117,171.59004653254468
2025-06-29,483.6496003295946,173.755732969631
2025-06-30,482.5010871292126,174.79408033315246
