date,pred,pred_ugly
2025-06-26,4265.6849572736855,1740.7166803766336
2025-06-27,4287.457712248111,1742.938787278145
2025-06-28,4274.484154575377,1736.8378909243527
2025-06-29,4294.640373579429,1731.7629288905614
2025-06-30,4275.052095431157,1743.5375025344556
