date,pred,pred_ugly
2025-06-26,37011.29504586715,18300.88688029898
2025-06-27,37169.69840868285,18191.43247441383
2025-06-28,36679.64188938748,17970.245271031872
2025-06-29,36857.43796961006,18030.492628689022
2025-06-30,37087.797470976,18119.125768186048
